"Text";"Type";"AttPhoto";"AttLink";"AttAudio";"AttVideo";"IsAdd";"Len";"Date";"LikesNormAvg";"LikesNormFlw";"Likes";"AvgLikes";"Followers";"GroupId"
"— Можно я расскажу тебе секрет? Ты не обязан находится в отношениях, если ты еще не готов к этому. Я серьезно. Общество просто вешает ярлыки на одиноких людей. Типа, девушки не красивы, если их никто не хочет, парни не мужчины, если не занимаются сексом, люди не любимы, если не встречаются с кем-то. Но ведь отношения не всегда делают тебя счастливым человеком, и романтические отношения — это не единственный вид любви, которая существует. Я видел дружбу, которая крепче и прекраснее, чем парочки, которые клянутся, что это навсегда, и несмотря на это, дружба — это именно то, что люди частенько недооценивают. Я так часто слышу ""меня никто не любит"" из уст тех, кто не имеет пары. И это просто убивает меня, потому что если ты спросишь их ""а что на счет твоих родителей, друзей, твоих домашних животных"" они отвечают ""ладно, но это не считается"". Конечно считается!  Быть влюбленным человеком — это красиво. Это волшебно, я уверен. Но также великолепно просто путешествовать по миру, с кучей друзей, когда вы все очень взволнованы новыми открытиям. Проблема в том, что общество буквально заставляет тебя обзавестись парой, чтобы быть правильно принятым. Но ведь куда важнее твой собственный выбор. Возможно, перед тем, как найти свою ""половинку"", ты должен найти самого себя  Я просто хочу сказать, что это нормально, если ты не делаешь приоритетом поиск другого человека. Я просто хочу сказать, что это нормально, если твоим приоритетом являешься ты сам";"post";0;0;0;0;0;232;1491411061;92.9223;0.2759;7641;8223;2769877;49439086
"ЭТО НЕ ТЫ МЕНЯ НЕДОСТОИН А Я ТЕБЯ!!!";"post";1;0;0;0;0;8;1490540747;92.921;0.6609;2494;2684;377346;57536014
"Недавно Аэрокосмический центр Нидерландов представил проект кольцевого аэропорта, радикально отличающегося от тех, к которым мы привыкли сегодня. Сама по себе идея такого авиационного комплекса не нова, но разработчики утверждают, что создание новых технологий позволит, наконец, реализовать ее на практике. На новые технологии надеются и некоторые другие разработчики новых аэропортов. Мы решили взглянуть, каким может быть будущее пассажирских авиаперевозок  https://nplus1.ru/material/2017/03/29/airports";"post";0;0;0;0;0;59;1490805995;92.8994;0.1492;157;169;105223;91933860
"Британцы разработали беспилотник самолетного типа, способный садиться на маленькую площадку по-птичьи. Перед посадкой он резко задирает нос, а затем возвращается в горизонтальное положение и приземляется  https://nplus1.ru/news/2017/03/21/speeddown";"post";0;0;0;0;0;26;1490094716;92.8994;0.1492;157;169;105223;91933860
"Люблю находить тайный смысл там, где его нет, и страдать по этому поводу.";"post";1;0;0;0;0;13;1490952635;92.8358;0.0678;311;335;458669;51425413
"Честно говоря, дома много еды. Но ничего сладкого и ничего, что можно бы было разогреть в микроволновке. Поэтому дома нет еды.";"post";1;0;0;0;0;21;1490699077;92.8358;0.0678;311;335;458669;51425413
"#омномном_глазами@public_42diary";"post";2;0;0;0;0;1;1488352500;92.8205;0.2556;181;195;70801;55427242
"Лежала в дурдоме два года назад на обследовании. Иногда снова хочется уехать туда в отпуск на полгодика, потому что там люди намного нормальнее и спокойнее, чем все те, кто окружает меня ежедневно. Ещё и кормят прилично.    #Подслушано_мечты@overhear";"post";1;1;0;0;0;37;1491295837;92.8147;0.5865;21262;22908;3625269;34215577
"Сегодня убедился в том, что весна пришла. Во-первых: снег тает и вокруг одни лужи. Во-вторых: когда сидишь в туалете по большому, жопа не мерзнет.   P.S сельчане поймут.";"post";0;0;0;0;0;27;1490655606;92.7461;0.9045;8349;9002;923004;48760195
"СЧИТАЕТ СЕБЯ СКИЛЛОВЫМ ИГРОКОМ НЕ МОЖЕШЬ ПРОЙТИ КВЕСТ, НЕ ПРОЧИТАВ ПОДРОБНОГО ОПИСАНИЯ НА ВИКИ";"post";1;0;0;0;0;14;1490047512;92.7347;0.6596;2489;2684;377346;57536014
"Зачастую обстоятельства складываются так, что дома или в общаге готовиться к будущим занятиям или работать не представляется возможным, а компьютерные классы в корпусах ВШЭ не кажутся слишком уютными. Представляем вашему вниманию подборку коворкингов в самом центре Москвы:      Коворкинг центр Кавычки  Уютное местечко в пределах кольца, где можно спокойно поработать, заняться проектом с однокурсниками, а также отдохнуть за чашечкой вкусного травяного чая.  Стоимость: 100 рублей в час.  Адрес: Метро Новолободская, Селезневская, дом 11А, строение 2    kov2.ru    Коворкинг ДомЖур  Очень стильное место, где сама обстановка уже настраивает на качественную и продолжительную работу. В распоряжении посетителей будет удобное место, вай-фай, компьютер, принтер и, конечно же, вкуснейший чай.  Стоимость: 200 рублей в час.  Адрес: бул. Никитский, 8б    www.cowdm.com   Розетка и кофе  Уютное заведение, которое недавно открыли выпускники Вышки на Мясницкой. Каждую неделю здесь проводятся различные мероприятия и интересные лекции  Цена: 180 рублей в час  Адрес: Мясницкая 24/7 стр. 3   rozetkaicoffee.ru    Коворкинг Культурного-центра «Пунктум»  Уютный коворкинг на территории центра ""Пунктум"", объединяющего творческих людей. Хороший способ не только качественно поработать, но и завести новые полезные знакомства.  Цена: 150 рублей в час.  Адрес: Тверская ул., 12 с.2    punktum.ru    Коворкинг Ремарка  Не просто коворкинг, а целая кофейня, готовая приютить всех вышкинцев, которые учатся на Китай-городе. Славится большими просторными подоконниками, на которых можно удобно расположиться с ноутбуком и вкусным кофе.  Адрес: Покровский б-р, 14/6    remarkawork.ru    Библиотека им.Ф.М. Достоевского  Светлое, просторное и современно оформленное пространство библиотеки поможет вам настроиться на учебный лад. Если вам нужно поработать в тишине, то это место подойдет идеально. Установлены вендинговые и кофеавтоматы  Цена: бесплатно  Адрес: м. Чистые пруды, Чистопрудный б-р, 23   dostoevskylib.ru   Ваша The Вышка";"post";1;0;0;0;0;260;1486029795;92.6829;0.4527;114;123;25182;66036248
"В дeтстве старший брат мне постоянно говорил, что у меня получаются очень вкусные бутерброды, что когда делает их он, то и колбаса не такая вкусная, хлеб совсем другой, да и масло он не умeет также ровно размазывать. Мне было настолько приятно это слышать, что я готов был быть цехом по созданию бутербродов.  Только повзрослев я понял, что ему просто было лeнь их делать самому.";"post";0;0;0;0;0;64;1490911262;92.6794;0.9039;8343;9002;923004;48760195
"Я либо падаю с дерева и не получаю ни одной царапины, либо получаю синяк, ударяясь об подушку, третьего не дано";"post";1;0;0;0;0;20;1491235570;92.674;0.245;253;273;103285;84802675
"-догогой,что тебе приготовить,кугочку или ггечку? -догогая,да мне все гавно";"post";0;0;0;0;0;9;1491184869;92.635;0.9035;8339;9002;923004;48760195
"Приятельница обвинила меня в колдовстве. Причина? Хорошо выгляжу, модно одеваюсь, мужчины обращают внимание, муж подарил новый автомобиль. Но когда я ей рассказываю про правильное питание, уход за собой и жизненную позицию ""никогда не стоять на месте, лучше новая шишка, чем отсутствие опыта"", то крутит у виска, мол, делать нечего И скидывает мне новую фотографию тортика собственного приготовления. К слову, сидит дома в старом халате, ест пироги и весит с центнер.  Тут хоть колдуй — не поможет.     #Подслушано_зависть@overhear";"post";1;1;0;0;0;77;1490369701;92.627;0.5853;21219;22908;3625269;34215577
"Россияне стали в два раза чаще покупать лотерейные билеты  http://news.lenta.ch/YHgn";"post";1;0;0;0;0;10;1490220968;92.4454;0.3841;5629;6089;1465456;29534144
"Как-то раз давным-давно я перед школой провела лето у старенькой бабушки. В последнюю неделю я подхватила вшей от деревенской подружки. Бабушка приняла решение побрить меня налысо. Родители хохотали, когда приехали меня забирать.  И на фотографиях с 1 сентября среди пышных бантов и роскошных причёсок одноклассниц везде выглядывает моя лысая, как бильярдный шар, головушка.     #Подслушано_детство@overhear";"post";1;1;0;0;0;54;1490706000;92.4;0.5839;21167;22908;3625269;34215577
"— Почему подростки должны терпеть унижение? почему? какого черта люди судят тебя лишь по среднему баллу в школе и внешности? что за черт?";"post";0;0;0;0;0;23;1489865118;92.3729;0.0834;109;118;130730;46075038
"- мам, можно мне тату? - разве ты не понимаешь, что это навсегда? - а разве не круто, если хоть что-то в моей жизни будет навсегда?";"post";0;0;0;0;0;26;1489078518;92.3729;0.0834;109;118;130730;46075038
"иногда, сука, хочется кому-то душу излить, рассказать всё, что чувствуешь, как тебе xyевo, и сказать, что в жизни такой пиздeц творится, хотелось бы чтоб поддержали, помогли, но блять, некому же выговориться, всем же пoxyй. обидно.";"post";0;0;0;0;0;35;1488995133;92.3729;0.0834;109;118;130730;46075038
"У моего мужчины есть бывшая жена, которая его до сих пор периодически достаёт и делает нам мелкие пакости развелись еще до нашей встречи. Вчера мы так устали с милым, что забыли про будильник напрочь и если бы не ее звонки в 7 утра, то проспали бы работу! Впервые что-то полезное от нее для нашей семьи... Спасибо, бывшая!";"post";1;1;0;0;0;57;1491127200;92.3695;0.5837;21160;22908;3625269;34215577
"Бывает, напишу пост про баб, а они такие “хахаха и бывают же такие дуры” как будто я не про них пишу.";"post";0;0;0;0;0;21;1478887404;92.3622;1.3183;1173;1270;88977;125681236
"#цитаты@motivationtolearn  Момент - шанс оставить след в истории - А. Л.";"post";1;0;0;0;0;11;1486308707;92.3588;0.3426;278;301;81140;97015440
"Были с мужем на фестивале музыки в Иерусалиме. Там в одном из уголков старого города проходила вечеринка в наушниках. Один парень привез бабушку лет 70 на инвалидной коляске, дал ей так же наушники, и они вдвоем начали зажигать! Он танцевал и прыгал вокруг нее, а она размахивала руками в такт музыке, которую крутил современный диджей. Ее улыбка еще долго поднимала нам настроение!     #Подслушано_наблюдения@overhear";"post";1;1;0;0;0;63;1491216038;92.3258;0.5834;21150;22908;3625269;34215577
"Армия США приступила к испытаниям «третьей руки» для бойцов. Это механическое устройство существенно облегчит удержание оружия на весу и повысит точность стрельбы, гася часть отдачи и дрожание рук  https://nplus1.ru/news/2017/03/27/thirdarm";"post";1;0;0;0;0;29;1490605913;92.3077;0.1483;156;169;105223;91933860
"Продолжаем наш воскресный обзор всего самого интересного из мира науки и технологий за эту неделю.   Ученые синтезировали белок, избавляющий организм от состарившихся клеток. В эксперименте он обратил признаки старения у мышей https://nplus1.ru/news/2017/03/24/foxo4  #главноезанеделю";"post";1;0;0;0;0;33;1490542896;92.3077;0.1483;156;169;105223;91933860
"NASA опубликовало первые снимки гроз, сделанные новым высокоточным детектором на спутнике GOES-16. Такой детектор позволит метеорологам точнее прогнозировать зарождение и распространение гроз.  https://nplus1.ru/news/2017/03/08/lightning";"post";1;0;0;0;0;23;1488980220;92.3077;0.1483;156;169;105223;91933860
"Казалось бы, сверхтекучесть и кристаллические материалы никак не могут быть совместимы. Однако сразу две крупных группы физиков при участии нобелевского лауреата Вольфганга Кеттерле независимо подтвердили существование одного из удивительных состояний вещества — сверхтекучего твердого тела https://nplus1.ru/news/2017/03/02/supersolid   #главноезанеделю";"post";1;0;0;0;0;37;1488705600;92.3077;0.1483;156;169;105223;91933860
"Физики объяснили как и почему взрываются капли воды при быстром охлаждении. Разумеется, не обошлось без ускоренной видеосъемки взрывов.  https://nplus1.ru/news/2017/03/04/explosion  Ученые надеются, что исследование поможет уточнить модель замерзания капель воды и формирования града в облаках.";"post";0;0;0;0;0;34;1488639016;92.3077;0.1483;156;169;105223;91933860
"Астрономы построили самые детальные на сегодняшний день карты распределения темной материи в скоплениях галактик  https://nplus1.ru/news/2017/03/03/dark-matter-mapping";"post";1;0;0;0;0;15;1488547252;92.3077;0.1483;156;169;105223;91933860
"Сто лет назад в России произошла Февральская революция, которая катастрофическим образом сказалась на боеспособности русской армии и разрушила планы Антанты — союзники уже в 1917 году намеревались пройти победным маршем по улицам Берлина. О том, как это было, читайте в нашем материале, посвященном этой памятной дате  https://nplus1.ru/material/2017/02/28/february-and-entente";"post";1;0;0;0;0;47;1488308665;92.3077;0.1483;156;169;105223;91933860
"""ты любишь персонажа или актера, который его играет?""  да";"post";1;0;0;0;0;9;1491203187;92.3077;0.244;252;273;103285;84802675
"""начинается глупо и смешно но становится тем мрачнее, чем больше раскрываются персонажи"" - мой любимый тип развития историй";"post";1;0;0;0;0;18;1491149169;92.3077;0.244;252;273;103285;84802675
"Я разговаривал с другом и спросил его: ""Что определяет тебя?"". И он ответил: ""Ничего. Определение исключает возможность для перемен"".  Это один из лучших ответов, который я когда-либо получал на свои вопросы.";"post";1;0;0;0;0;31;1490387762;92.3077;0.244;252;273;103285;84802675
"Лучшие друзья";"copy";6;0;0;0;0;2;1487795849;92.3077;0.2542;180;195;70801;55427242
"#вдохновение_в_мелочах@public_42diary";"post";5;0;0;0;0;1;1486055727;92.3077;0.2542;180;195;70801;55427242
"- В какие азартные игры вы играете?  - Я доверяю людям.";"post";0;0;0;0;0;11;1490798460;92.1561;0.2736;7578;8223;2769877;49439086
"Впервые ночевала у лучшей подруги. Решила перед сном сказать: ""На новом месте приснись жених невесте!"" Приснился вибратор.    #Подслушано_пошлое@overhear";"post";0;0;0;0;0;18;1490976929;92.0639;0.5817;21090;22908;3625269;34215577
"Для женского самолюбия нет ничего приятнее осознания того, что в её мужчину отчаянно, безнадежно и конечно безответно влюблены другие женщины. Отвечаю.";"post";0;0;0;0;0;21;1484766873;92.0472;1.3138;1169;1270;88977;125681236
"""Хотел сфотографироваться в офисе Microsoft, но кто-то испортил весь снимок""";"post";1;0;0;0;0;10;1490850109;92.0351;0.8976;8285;9002;923004;48760195
"Совет триста семьдесят первый.   Людей с тонкой душевной организацией лучше сразу послать нахуй, пока они не обиделись и не вынесли вам мозг.";"post";0;0;0;0;0;22;1478799145;91.9685;1.3127;1168;1270;88977;125681236
"ВСТРЕЧАЕШЬСЯ С ТЯНКОЙ ВОДИШЬ ЕЕ В КАФЕ И КИНО, ГУЛЯЕТЕ ВМЕСТЕ ДРОПАЕТ ТЕБЯ ЧЕРЕЗ 2 ГОДА НУ СЛАВА БОГУ, ТЕПЕРЬ ТО Я БУДУ ЗАНИМАТЬСЯ ЧЕМ ХОЧУ";"post";1;0;0;0;0;26;1490249156;91.9523;0.654;2468;2684;377346;57536014
"- что действительно пугает меня это то, что я обычный. я ни в чем особенно не хорош и не особенно красив. я проживу обычную жизнь с обычной работой и обычной зарплатой и умру обычной смертью с обычными похоронами и никто меня не запомнит. - Ван Гог думал так же - этот комментарий был так нужен здесь";"post";1;0;0;0;0;56;1491062771;91.9414;0.243;251;273;103285;84802675
"Человек: *не отвечает мне* Внутренняя тревога: он ненавидит тебя или умер трагической и ужасной смертью и ты никогда не узнаешь правды и проживёшь остаток своей жизни гадая, что же произошло на самом деле :";"post";1;0;0;0;0;34;1490628974;91.9414;0.243;251;273;103285;84802675
"Если ты не можешь предложить мне ничего хорошего, просто оставь меня в покое. я устала.";"post";1;0;0;0;0;15;1489255986;91.9414;0.243;251;273;103285;84802675
"я: не сегодня, сатана сатана: ты отменяешь все наши планы уже не первую неделю. если я тебя чем-то обидел, скажи";"post";1;0;0;0;0;20;1490162781;91.9403;0.0672;308;335;458669;51425413
"Сербский политик, баллотирующийся в президенты страны, снял предвыборный ролик в стиле Kung Fury.   Сейчас он идет на втором месте в предвыборной гонке";"post";0;0;0;1;0;22;1490872140;91.8377;0.3816;5592;6089;1465456;29534144
"Бешпармак вместо тысячи слов...";"post";0;0;0;0;0;4;1491193809;91.7796;0.8951;8262;9002;923004;48760195
"Совет четыреста шестьдесят первый.  У вашего будущего только два варианта: либо люди скажут, что вы зазнались, либо — что опустились. Хорошо только то, что и в том, и в другом случае вам будет плевать.";"post";0;0;0;0;0;34;1481651111;91.7323;1.3093;1165;1270;88977;125681236
"Два года назад я переехала в Питер. За любимым поехала. Всё хорошо, мы вместе, из армии дождалась, работаю тут на офигенной работе. Но всем сердцем ненавижу этот город. Не прижилась. Я с югов РФ, мне тут холодно и грязно. Но больше всего бесит пафос и всеобщее помешательство на этом городе. И только в редкие минутки, когда лучи солнца пробиваются сквозь серую пелену, я думаю, что здесь всё не так уж плохо и вполне красиво. Оставшееся время стараюсь не выходить из дома.     #Подслушано_Питер@overhear";"post";1;1;0;0;0;82;1490357401;91.7191;0.5796;21011;22908;3625269;34215577
"Ученые обнаружили у мышей заразительную чесотку — оказывается, если показать обычной мыши чешущуюся, ей тоже захочется почесаться. Похоже, что действие перенимается бессознательно, а дальнейшее изучение подобных явлений когда-нибудь сможет объяснить, почему, когда мы видим зевающего, нам хочется зевнуть вслед  https://nplus1.ru/news/2017/03/20/itchbehavior";"post";0;0;0;0;0;40;1490031415;91.716;0.1473;155;169;105223;91933860
"#music@motivationtolearn";"post";1;0;7;0;0;1;1486197057;91.6944;0.3402;276;301;81140;97015440
"Все люди в мире улыбаются на одном языкe";"post";10;0;0;0;0;8;1490788500;91.6697;0.2721;7538;8223;2769877;49439086
"Некоторым знаменитостям удалось продолжить свое посмертное существование довольно странным образом: точнее, не самим знаменитостям, а частям их тел.";"post";0;1;0;0;0;18;1491411829;91.6667;0.0072;44;48;612754;28429027
"Церемония бракосочетания Шефали Рамшингхани и ее избранника несомненно войдет в историю самых роскошных свадеб!";"post";0;1;0;0;0;14;1491363070;91.6667;0.0072;44;48;612754;28429027
"Кристина Орбакайте с размахом отметила 5-летие дочери Клавдии  http://www.cosmo.ru/stars/news/03-04-2017/zvezdy-s-detmi-poveselilis-na-dne-rozhdeniya-docheri-kristiny-orbakayte/";"post";0;1;0;0;0;9;1491190261;91.6667;0.0072;44;48;612754;28429027
"Мария Погребняк начала певческую карьеру!  http://www.cosmo.ru/stars/news/02-04-2017/buzova-derzhis-mariya-pogrebnyak-stala-pevicey/";"post";0;1;0;0;0;6;1491161445;91.6667;0.0072;44;48;612754;28429027
"На прошлой неделе мы говорили о вещах, которые ни за что не стоит покупать. А сегодня телеведущая Мария Ивакова раскроет нам все секреты грамотного шопинга и расскажет, как гарантированно покупать только то, что будешь носить!";"post";0;1;0;0;0;35;1490967008;91.6667;0.0072;44;48;612754;28429027
"15 полезных советов, которые помогут тебе и ему тоже с честью выдержать испытания первого года отношений.";"post";0;1;0;0;0;16;1490925614;91.6667;0.0072;44;48;612754;28429027
"За последний год внешность Виктории Бони претерпела значительные изменения. Мы проконсультировались со специалистом и выяснили, какие бьюти-процедуры делала телеведущая и сколько это стоит.";"post";0;1;0;0;0;23;1490862791;91.6667;0.0072;44;48;612754;28429027
"""И тут у меня буквально открылись глаза, я поняла природу комментариев, которые каждая женщина получает десятками. Матерь божия, всё это были заигрывания, а я-то думала, просто тупость и хамство.""  http://www.cosmo.ru/sex-love/he_and_you/on-dumaet-chto-tebe-eto-ponravitsya-pochemu-muzhchiny-tebe-hamyat/?utm_medium=social&amp;utm_source=vkontakte&amp;utm_campaign=20170330&amp;utm_content=weekdays";"post";0;1;0;0;0;30;1490824895;91.6667;0.0072;44;48;612754;28429027
"5 этапов сексуальной жизни среднестатистической пары на разных стадиях отношений.";"post";0;1;0;0;0;10;1490729460;91.6667;0.0072;44;48;612754;28429027
"Что ждет нас на этой неделе? Расскажет астролог Вера Хубелашвили!";"post";0;1;0;0;0;10;1490605287;91.6667;0.0072;44;48;612754;28429027
"Михельсон, Тимченко, Усманов и другие: мы решили взглянуть на возлюбленных десяти самых богатых мужчин России.";"post";0;1;0;0;0;15;1490601645;91.6667;0.0072;44;48;612754;28429027
"Понастоящему шикарный, без лишнего хлама плейлист, это когда ты слушаешь и ничего не перематываешь, не переключаешь а просто наслаждаешься музыкой... Ну или ты в битком наполненном автобусе.";"post";0;0;0;0;0;27;1491312597;91.6574;0.8939;8251;9002;923004;48760195
"КАК ОБЫЧНЫЙ ЧЕЛОВЕК РЕШИЛ ПОКРИЧАТЬ НАД СМЕШНЫМИ КАРТИНКАМИ КАЖДЫЙ ВТОРОЙ ПОСТ ПРО ""МЕЖДУ НАМИ ТАЕТ ЛЁД"" ОТКРЫВАЕШЬ НОВУЮ ПЛАНЕТУ РАНЬШЕ ЧЕМ NASA НА СВОЁМ ШАТЛЕ ""ПЕРДОЛЁТ-3000""";"post";1;0;0;0;0;26;1490519122;91.6542;0.6519;2460;2684;377346;57536014
"Я так физически, ментально и эмоционально устала. Мое тело устало. Мое сердце устало. Я просто хочу, чтобы меня обняли и не отпускали.";"post";1;0;0;0;0;22;1490918407;91.6418;0.0669;307;335;458669;51425413
"Нет, это не зацикленное видео";"copy";0;0;0;1;0;5;1490523657;91.6242;0.3807;5579;6089;1465456;29534144
"СИДИШЬ В КАМПАНИИ ОТВЛЕКСЯ НА ПРОЛЕТАЮЩУЮ МИМО МУХУ/СМС/АЛЛАХА КТО-ТО ОЧЕНЬ СМЕШНО ПОШУТИЛ И ВСЕ НАЧАЛИ СМЕЯТЬСЯ ПЫТАЕШЬСЯ ИЗОБРАЗИТЬ ЧУВСТВО БЕЗГРАНИЧНОЙ РАДОСТИ, ЧТОБЫ НЕ ВЫДЕЛЯТСЯ";"post";1;0;0;0;0;24;1491222943;91.617;0.6517;2459;2684;377346;57536014
"Я не заядлый курильщик, но иногда хочется покурить, расслабиться, поэтому дома у меня лежит пачка курительного табака, папиросная бумага и фильтры для самокруток.  Как-то часа в три ночи писала диплом, устала, решила выйти покурить. Во дворе упала на лавочку с самокруткой. Ночь, тишина, лето, тепло, никого вокруг нет. Сижу кайфую, и тут мимо проходят два ППСника или как их правильно называют, видят меня с ""косячком"" и подскакивают с горящими глазками, мол ""пройдемте, гражданочка"", ""травкой балуемся?"" и т. д. В общем, не дали даже возможности объясниться, так и увезли в отделение в домашних штанах. Просидела я там до раннего утра. Но их лица были просто бесценны, когда экспертиза показала, что я чистенькая. Извинились, отпустили домой.     #Подслушано_провал@overhear";"post";1;1;0;0;0;115;1490631900;91.6056;0.5789;20985;22908;3625269;34215577
"Встречайтесь с человеком, который говорит ""развлекайся, береги себя и звони мне, если что"", а не с тем, кто злится, если ты идешь куда-то без него";"post";1;0;0;0;0;25;1490798162;91.5751;0.242;250;273;103285;84802675
"Это психическое расстройство, когда вы ужасно устали, но хотите бодрствовать так долго, как только возможно, по какой-то даже богу неизвестной причине";"post";1;0;0;0;0;21;1490774771;91.5751;0.242;250;273;103285;84802675
"Совет четыреста девятый.  Начать всё с нуля — это не безумие. Безумие — это вести жалкую жизнь, бродить в тупом оцепенении, день за днём. Безумие — притворяться счастливым, притворяться, что именно эту лямку ты должен тянуть всю свою жизнь.";"post";0;0;0;0;0;39;1481131840;91.5748;1.3071;1163;1270;88977;125681236
"ТЫ - ЛЮБИТЕЛЬ АСМР НАШЕЛ ГОДНЫЙ КАНАЛ 12 НЕРАЗБОРЧИВЫХ ШЕПОТОВ ИЗ 10 ТЫ ЛЕЖИШЬ В КРОВАТКЕ, ВРУБАЕШЬ ГРОМКОСТЬ НА ФУЛЛ ГОТОВИШЬСЯ ПОГРУЗИТЬСЯ В МИР ШЕПОТА И СНА ВКЛЮЧАЕШЬ ВИДЕО УБРАЛ ТЕЛЕФОН ПОД ПОДУШКУ НАДЕВАЕШЬ НАУШНИКИ ЕХИДНАЯ РЕКЛАМА ВКЛЮЧАЕТСЯ НА ВСЮ ГРОМКОСТЬ";"post";1;0;0;0;0;41;1489961109;91.5425;0.6511;2457;2684;377346;57536014
"Совет четыреста сорок седьмой.   Смысл не в том, чтобы быть злопамятным. Смысл в том, чтобы запоминать, кто и в какую хуйню тебя втянул, дабы не вляпываться в это снова. Ну, если ты, конечно, не дебил.";"post";0;0;0;0;0;35;1481554519;91.4961;1.306;1162;1270;88977;125681236
"Наткнулась случайно на   замечательную Лису. В основном рисует тушью и акварелью и клево их сочетает. Работы контрастные и яркие и в тоже время с оттенком лирики и глубины.";"post";10;0;0;0;0;28;1482260230;91.4286;0.2691;32;35;11891;55435278
"Хой, народ. Имею честь познакомить вас с  Ferrita и окресности  Хорек любит и могет в традишку, а с недавнего времени осваивает и дидж. Необычные атмосферные работы, ни у кого больше чего-то подобного я не встречал. Автор пилит нечто здоровенное со своими ОСами, и это предвещает нечто эпичное. Советую присмотреться.";"post";5;0;0;0;0;49;1480093935;91.4286;0.2691;32;35;11891;55435278
"#оффтоп_RPCOC_Confessions Кто-нибудь знает кто художник? Или у кого-то есть оригинал? Буду очень признательна за помощь.";"post";1;0;0;0;0;15;1471720855;91.4286;0.2691;32;35;11891;55435278
"В центре Омска власти включили громкую музыку, чтобы выступающих не было слышно. Также пригнали снегоуборочные машины и решили почистить снег прям между митингующими";"post";10;0;0;0;0;23;1490519239;91.4272;0.3799;5567;6089;1465456;29534144
"Совет четыреста восьмой.   Все мы хотим хорошей жизни, красивого вида из окна по утрам, ярких эмоций и преданных друзей. А что мы делаем ради этого? Мы живём сегодняшними проблемами, мол, всё было бы иначе, если бы не ситуация, которая нагнетает. Вы ошибаетесь. Проблемы будут всегда, Вы должны относиться к ним второстепенно, имея как ориентир свою мечту и постоянно, слышите, постоянно идти вперёд, не отступаясь ни на шаг.   Красивое словцо любой выдать может, да и я вам не в пример. Просто прислушайтесь и может ёкнет внутри что-то.";"post";0;0;0;0;0;86;1481098510;91.4173;1.3048;1161;1270;88977;125681236
"Они сплетничают и осуждают меня. Но будь у них возможность, они с радостью поменялись бы со мной местами. -1949";"post";0;0;0;0;0;19;1491427380;91.4143;0.2714;7517;8223;2769877;49439086
"Если вы прочитаете этот текст, и в течений 24 часа поделитесь этим текстом 15 друзьями, то ничего не случится.Я просто отняла несколько секунд вашей жизни, которые невозможно вернуть!";"post";0;0;0;0;0;28;1490706950;91.3464;0.8909;8223;9002;923004;48760195
"Сознательный гражданин!";"post";1;0;0;0;0;2;1490684872;91.3464;0.8909;8223;9002;923004;48760195
"я, когда у меня случилась мелкая проблемка: эТО ПРОСТО ХУДШАЯ ВЕЩЬ В МИРЕ Я СЕЙЧАС УМРУ  я, когда мне действительно больно: да не не все нормально бывало и хуже";"post";1;0;0;0;0;29;1490191606;91.3433;0.0667;306;335;458669;51425413
"Недавно сидел в баре у стойки. Рядом села красивая девушка и предложила угостить её выпивкой. У меня было плохое настроение, и, решив, что меня тупо разводят, я отмочил: ""Только при условии, что сейчас ты поедешь со мной, и мы займёмся сексом!"" Спланировав в уме траекторию уклонения от пощёчины, я получил улыбку и ответ: ""Договорились!"" С этого момента мир для меня стал выглядеть несколько иначе :     #Подслушано_успех@overhear";"post";1;1;0;0;0;66;1490463600;91.2956;0.5769;20914;22908;3625269;34215577
"#омномном_глазами@public_42diary";"post";2;0;0;0;0;1;1488442528;91.2821;0.2514;178;195;70801;55427242
"#омномном_глазами@public_42diary";"post";2;0;0;0;0;1;1486538151;91.2821;0.2514;178;195;70801;55427242
"«Я не злюсь. Мне не больно. В этом-то и разница». -1974";"post";0;0;0;0;0;11;1491417960;91.2806;0.271;7506;8223;2769877;49439086
"Я фотограф. Работаю со многими хорошенькими девушками. И мой интерес к ним сугубо профессиональный. Но одна заставляет трепетать всё внутри меня. Она — моя находка, моя муза! Она необыкновенно красива, но при этом умна и скромна. Я часто зову её на бесплатные съёмки. Это единственная возможность побыть с ней. Иногда очень грустно становится, что между нами ничего не может быть. Ведь я замужем.     #Подслушано_провал@overhear";"post";1;1;0;0;0;64;1490459700;91.2694;0.5767;20908;22908;3625269;34215577
"Если тебе нравится цветок, не срывай его. Потому что если ты его сорвёшь, он умрет, и исчезнет твоя любимая вещь. Так что если любишь цветок, дай ему жить. Любовь - это не владение. Любовь - это ценить дорогие тебе вещи.";"post";1;0;0;0;0;40;1489861087;91.2088;0.2411;249;273;103285;84802675
"обожаю дни рождения, это такая мотивация, вот вы представьте, если я смогу остаться в живых еще на один год, мне дадут деньги и тортик";"post";1;0;0;0;0;24;1489395998;91.2088;0.2411;249;273;103285;84802675
"В Свердловской области рассказали, с какой целью проводится молодежная политика России  http://news.lenta.ch/YMpP";"post";1;0;0;0;0;12;1490790561;91.1972;0.3789;5553;6089;1465456;29534144
"Совет четыреста девяносто пятый.  Близким людям перед новым годом надо сесть за стол переговоров и договориться разговаривать между собой обо всем, делиться, упрощать и прощать, а не говниться по каждому поводу и без. А еще не иметь мозги и четко обозначить свои роли в жизни друг друга. И тогда, конечно, есть шанс, что вы вместе куда-то доплывете.";"post";0;0;0;0;0;57;1483023709;91.1811;1.3015;1158;1270;88977;125681236
